clue_id,player_id,answer,wager,is_correct
47992,1636,What is Australia?,799,1
48053,1638,Who is Gloria Stuart?,200,1
48053,1639,Who is Kate Winslet?,1000,0
48053,1636,Who is ?,1000,0
48111,1640,Who is Chirac,3600,1
48111,1641,Who is De Gaulle,4801,0
48111,1636,Who is J. Chirac,401,1
48172,1643,What was Helen Keller?,11401,1
48172,1625,Who was Oprah Winfrey,13801,0
48172,1642,Who is Emily Dickinson,14001,0
48230,1643,What is Sequoia?,5400,1
48230,1645,What is a Sequoia?,5500,1
48230,1644,What is Sequoia?,2,1
48289,1646,What is the Waldorf-Astoria?,1000,1
48289,1647,What is the Waldorf Astoria?,600,1
48289,1636,What is the Waldorf-Astoria?,2001,1
48350,1644,What is philandering?,3202,0
48350,1648,What is nighting,5600,0
48350,1649,What is Adultery?,11201,0
48406,1650,What is tele-evangelist?,400,0
48406,1651,What is line boy?,2022,0
48406,1636,What is gofer?,0,0
48464,1652,What is glucose?,700,0
48464,1654,What,2400,0
48464,1653,What is bilirubin?,1001,0
48522,1655,Who are Truman & T. Roosevelt?,4600,1
48522,1648,Who are Gerald Ford + Calvin Coolidge?,6600,0
48522,1656,Who are T Roosevelt & LBJ,6499,0
48579,1657,Who are Shirley Temple & Ronald Reagan?,6300,0
48579,1653,Who are Shirley Temple and,2700,0
48579,1658,Who are S. Temple and,4800,0
48638,1661,Who is John Quincy Adams?,5577,1
48638,1659,Who is Feddy Roosevelt?,401,0
48638,1660,Who was John Quincy Adams?,199,1
48699,1655,What is Slaughterhouse Five?,4000,0
48699,1662,What is Slaughterhouse 5?,2801,0
48699,1663,What is an American Tragedy,3601,0
48752,1664,Who is Jerry Brown?,1400,1
48752,1653,Who is Pete Wilson?,3000,0
48752,1658,Who is Kennedy,300,0
48813,1667,Who is ??,5000,0
48813,1665,Who is Tolkien?,15000,1
48813,1666,Who is Mark Twain?,12500,0
48874,1669,Who is Rodin?,4100,0
48874,1668,Who is Picasso?,5300,0
48874,1658,Who is Christo?,4500,0
48930,1658,Who was P.T. Barnum?,2299,1
48930,1671,Who was Barnum,4000,1
48930,1670,Who was Banks?,2000,0
48988,1663,What is the Senate?,0,1
48988,1672,What is the Constitutional Conventions,10000,0
48988,1673,What is the U.S. Senate,5000,1
49044,1674,What is Panama,0,1
49044,1671,What is Panama,7000,1
49044,1675,What is Somalia?,6000,0
49102,1676,What is Ireland?,1000,0
49102,1677,What is the Emerald Isle?,11000,1
49102,1673,What is Ireland,17000,0
49158,1678,Who is... ?,100,0
49158,1671,Who was Gutenberg,4500,1
49158,1679,Who is Kepler?,2701,0
49216,1681,Who has any clue?,3500,0
49216,1680,Who is Mailer,4000,0
49216,1671,Who is Mailer,500,0
49277,1677,"What is ""Et tu, Brute?""",2400,1
49277,1683,"What is ""Et tu, Brute""?",6001,1
49277,1682,What is Et Tu Brute?,8400,1
49338,1685,What is sunflower,2600,0
49338,1684,What is home,5400,1
49338,1671,What is grass?,2600,0
49399,1686,What are the Falklands?,1400,1
49399,1682,What are The Falkland Islands?,1300,1
49399,1687,What is the Falklan Islds?,7000,0
49460,1688,Who is FO MOUL?,0,0
49460,1684,Who is Bambi,3600,1
49460,1689,Who is Bambi?,600,1
49519,1691,What is the Magna Charta?,6600,1
49519,1682,What is The Emancipation Proclaimation?,8000,0
49519,1690,What is the 14th Amendment,101,0
49580,1694,Who was L.B. Johnson?,2801,0
49580,1692,Who was Nixon?,1600,1
49580,1693,Who is George Bush,2901,0
49641,1696,What is a siren?  :),599,1
49641,1695,What are sirens?,4500,1
49641,1692,What is siren?,500,1
49698,1697,What is Anderson?,400,0
49698,1698,What is Dewey?,1000,0
49698,1692,What is Wallace?,1000,1
49757,1700,What Presidents,5800,0
49757,1699,What are Lent & Easter,7000,0
49757,1692,What is Easter & Ash,7101,0
49818,1701,What [House of crossed out] House of B,2000,0
49818,1702,What is the confederacy,1000,0
49818,1690,What is the 2nd Continental Congress,3000,1
49879,1690,What is Poison gas?,11999,0
49879,1704,What is spear?,7000,0
49879,1703,What is a spear,7801,0
49939,1705,Who is Chuck Berry?,3600,0
49939,1692,Who is Chuck Berry?,1000,0
49939,1706,Who was Buddy Holly?,2800,1
49999,1707,Who is Carl Sandburg,0,0
49999,1706,Who was DH Lawrence,5700,1
49999,1708,Who was Waugh?,2201,0
50060,1710,What is a groundhog?,2500,0
50060,1709,What is a ?,6100,0
50060,1703,What is a weasel,6001,0
50119,1706,What is Monday Night Football,400,1
50119,1711,What is Monday Night Football?,3100,1
50119,1712,What is Monday Night Football?,3801,1
50180,1713,Who is Bolivar?,3600,1
50180,1714,Who is Simon Bolivar?,5001,1
50180,1712,Who is Bolivar?,4401,1
50241,1716,What What is a pretzel?,5399,1
50241,1710,What is a hot cross bun?,5000,0
50241,1715,What is the Pretzel?,7801,1
50302,1715,What is Ullyses?,1200,0
50302,1718,What is Angela\'s Ashes?,10000,1
50302,1717,What is Angela\'s Ashes?,801,1
50359,1719,What is arcane?,1000,0
50359,1712,What is furious?,3199,0
50359,1720,What is velocity?,3201,0
50420,1722,Who was Pierce?,1800,0
50420,1720,Who is John Quincy Adams?,3500,0
50420,1721,Who is Madison?,2500,0
50481,1724,What is the brain?,702,0
50481,782,What is the eye?,6500,1
50481,1723,What is the heart?,3801,0
50536,1726,What is 1641?,500,0
50536,1721,What is 1548?,1000,0
50536,1725,What is 1548?,1200,0
50597,1728,What is Microsoft?,4195,1
50597,1717,What is IBM?,2599,0
50597,1727,What is Amgen?,2500,0
50655,1730,What is China?,4699,0
50655,1725,What is Japan?,4701,1
50713,1731,What is My Antonia,2500,1
50713,1732,What is My Antonia?,5801,1
50713,1727,What is My Antonia?,4600,1
50774,1733,Who is Kublai Khan,0,1
50774,1734,Who is Kubla Khan?,4200,1
50774,1725,Who was Justinian?,3401,0
50835,1732,What is Missouri?,2800,0
50835,1735,What is,1999,0
50835,1736,What is Oklahoma?,1600,0
50896,1738,Who are the Kree?,1998,0
50896,1737,Who are the quintuplets?,5000,0
50896,1734,Who are the ap,2801,0
50954,1740,What is Vietnam,3100,1
50954,1734,What is Vietnam?,4400,1
50954,1739,What is Philippines?,4500,0
51013,1742,What is Richard?,7999,0
51013,1741,What is Henry?,3401,0
51069,1734,What is Barney?,4150,1
51069,1744,What is Orville Wright?,3801,0
51130,1746,Who is Jefferson,3000,0
51130,1745,Who was Aaron Burr?,2401,1
51130,1741,Who is A. Burr?,3200,1
51189,1747,Who was Harry Houdini?,3000,1
51189,1748,Who was Smith,5500,0
51189,1734,Who is Tony Curtis?,4000,0
51250,1750,What are ?,4200,0
51250,1749,What are Chad & Mali,4000,1
51250,1751,What are Chad and Mali?,5000,1
51311,1752,Who   Oscar de la Hoya?,1599,1
51311,1753,Who is Oscar De La Hoya?,10400,1
51311,1751,Who is Camacho?,4000,0
51369,1754,Who is Asimov?,3399,1
51369,1755,Who was Isaac Asimo,1500,0
51369,782,Who is Linus Pauling?,1000,0
51430,1758,What are physics + physiology?,1998,0
51430,1757,What are Chemistry + Physics,1000,1
51430,1756,What are Literature and Peace,8000,0
51487,1759,What is Key Largo?,1100,1
51487,1760,What the Catalina?,1000,0
51487,1756,What is Key Largo?,1500,1
51546,1762,Who was Sheba?,3600,0
51546,1761,Who was Bathsheba?,4000,1
51546,1747,Who was Sheba?,2601,0
51606,1763,Who is Lady Bird Johnson?,4500,0
51606,1764,Who was Betty Shabazz?,6000,0
51606,1761,Who is Klein?,5400,0
51660,1761,What is Milan?,500,0
51660,1766,What is Florence?,900,0
51660,1765,What is the Vatican,2450,1
51721,1768,What is Colorado?,1400,0
51721,1767,What is Alaska,6300,1
51721,1751,What is Alaska?,15000,1
51779,1770,What is Gallipoli?,1199,1
51779,1741,What is Gallopoli?,10000,0
51779,1769,What is battle of Gallipoli,10200,1
51840,1771,What is the Ritz?,2201,0
51840,1765,What is the Waldorf-Astoria,0,0
51840,1772,What is the Algonquin?,1500,1
51901,1773,Who is Walt Whitman?,3199,1
51901,1769,Who is Walt Whitman,0,1
51901,1774,Who is Walt Whitman?,1200,1
51952,1777,Who?,100,0
51952,1776,Who was Robin Hood,4499,1
51952,1775,"Who was Robin of Locksley ""Robin Hood""",10000,1
52013,1779,What is Death of a Salesman,500,0
52013,1778,What is Waiting for Godot?,1001,1
52013,1774,What is Waiting for Godot?,1000,1
52074,1772,What is Hanoi?,1000,1
52074,1780,What is Saigon/Ho Chi Minh City?,3000,0
52074,1781,What is Hanoi?,8000,1
52133,1781,Who is Bean?,1800,1
52133,1783,Who was Sears?,3800,0
52133,1782,Who is Sears?,2500,0
52191,1785,Who was Eleanor Roosevelt?,5599,0
52191,1774,Who is Rosa Parks?,7200,1
52191,1784,Who is Rosa Parks?,4001,1
52250,1786,What is IBM?,3400,0
52250,1787,What is General Electric?,3801,1
52250,1782,What is AT&T?,1900,0
52310,1789,What is the Sydney Opera House?!,3500,1
52310,1788,What is the Sydney Opera House?,201,1
52310,782,What is the Sydney Opera House?,8000,1
52367,1784,Who is Che Gueverra?,4200,1
52367,1791,Who Che Guera,4500,0
52367,1790,Who is Che Guevara?,0,1
52423,1787,Who was Gertrude Stein?,997,0
52423,1793,Who was,1000,0
52423,1792,Who was George  ?,3202,0
52477,1794,"What is ""The Crucible""",900,1
52477,1795,What is The Crucible,1001,1
52477,1793,What is The Crucible,2601,1
52532,1797,Who was,6199,0
52532,1796,Who is S.J. Perelman,7699,0
52532,1790,Who is Will Rogers?,4601,0
52584,1798,What is the ?,3300,0
52584,1800,What is The Electoral College?,3500,1
52584,1799,What is The Electoral College?,1899,1
52645,1802,What is snowboarding?,3400,0
52645,1801,What is Little League Hockey?,10000,0
52645,1114,What is rollerblading?,5401,1
52706,1790,Who is Henry Kissinger?,1800,1
52706,1804,Who is Kissinger?,1201,1
52706,1803,Who is Einstien?,13200,0
52761,1806,What is Step,1599,0
52761,1805,What is Siddhartha?,2100,0
52761,1112,What is Steppenwolf?,6100,1
52822,1808,What are ?,7000,0
52822,1807,What are Bismarck and,2001,0
52822,1804,What are Jackson and Jefferson City?,7601,1
52878,1809,What is the Leaning Tower of Pisa?,1000,1
52878,1810,What is the Golden Gate Bridge?,6500,0
52878,1113,What is the Eiffel Tower?,0,0
52939,1811,Who is Andy Warhol?,1001,1
52939,1793,Who is Leonard Bernstein?,1601,0
52939,1812,Who is Nixon?,1000,0
52999,1813,What is a word?,1700,0
52999,1814,What is a word?,1800,0
52999,1812,What is a calculation?,290,0
53060,1815,Who is Fred Rogers? =),425,1
53060,1804,Who is Ned Flanders? [Fred Mertz? crossed out],7001,0
53060,1816,Who is Mr. Rogers?,2800,1
53121,1818,What is,8000,0
53121,1817,What is Amazon?,3600,1
53121,1804,What is Amazon.com?,6001,1
53182,1820,Who was Voltaire?,99,0
53182,1819,Who was Moliere?,0,0
53182,1812,Who was Stendahl?,300,0
53243,1822,Who is FDR,9799,0
53243,1821,Who is Stalin,7654,0
53243,1751,Who George VI,5000,0
53304,1823,Who was Theodore [scribble] Roosevelt,1300,1
53304,1824,Who was Franklin Roosevelt?,1400,0
53304,1751,Who is T. Roosevelt?,400,1
53361,1812,What is Hansel & Gretel?,1000,0
53361,1825,What is Charlotte\'s Web?,4599,1
53361,1826,What is Charlotte\'s Web?,3101,1
53421,1828,Who is Maya Angelou?,1599,1
53421,744,Who is Maya Angelou?,6799,1
53421,1827,[scribble] Who is Maya Angelou?,0,1
53482,1829,What is the Potato Famine?,9200,1
53482,1830,What is the Irish Potato Famine?,16200,1
53482,1816,What is the Irish famine?,15300,1
53536,1831,What are the Pirates?,0,1
53536,1826,What are the Pirates?,1001,1
53536,1832,What is the Oakland A\'s?,3001,0
53593,1834,Who is Washington?,1500,1
53593,1835,Who was F Washington?,1500,1
53593,1833,Who is Washington?,2500,1
53654,1836,What is the Russo-Japanese War?,2500,0
53654,1816,What are Russia and Japan?,300,1
53654,1837,What are Russia + Japan?,2000,1
53714,1835,What is Managua?,4600,0
53714,1833,What is Mexico City?,5401,1
53714,1834,What is Quito?,2001,0
53772,1839,What is the Beach Boys?,499,1
53772,1838,What were the Surfers?,700,0
53833,1837,What are the U.S. Virgin Islands,6999,0
53833,1841,What are the Marianas Islands?,400,0
53833,1840,What are the [Vi crossed out] Solomon Islands?,6401,0
53890,1843,What is bobsled & bicycling?,2498,0
53890,1842,What are bobsledding & basketball,3200,0
53890,1838,What are basketball & bobsledding?,900,0
53951,1841,What is Love in the Time of Cholera?,3998,0
53951,1844,What is The Carpetbagger,401,0
53951,1845,What is no idea?,2000,0
54012,1848,Who is Geraldine Ferraro?,10199,1
54012,1846,Who is Geraldine Ferraro?,10401,1
54012,1847,Who is Sandra Day O\'Connor?,10401,0
54073,1846,What is Yankee Stadium?,2201,0
54073,740,What is Madison Square Garden?,7401,1
54073,1849,What is Radio City Music Hall?,16000,0
54133,1851,Who is Coleridge,1295,1
54133,1850,Who is my dad?,701,0
54133,1838,Who is Mark Lane?,0,0
54192,1852,Who is Emma Lazarus?,8500,1
54192,1853,Who is Elizabeth Browning?,500,0
54192,1845,Who was Lazarus?,8601,1
54253,1854,Who is Khruschev?,5200,1
54253,435,Who is Kruschev?,5200,1
54253,1855,Who is Nikita Khruschev?,5000,1
54312,1856,What is the anniversary of their state,899,0
54312,1857,What is Statehood Day,4000,0
54312,1838,What is Arbor Day?,6000,1
54373,1845,Who is Newman?,5399,0
54373,1859,Who is Marlon Brando,3001,0
54373,1858,Who is Paul Newman?,6700,0
54433,1861,What is,0,0
54433,1860,What is the Golden Globe Award?,3000,0
54433,1838,What is the Academy Award? (Oscar),0,1
54494,1863,Who is Jimmy Carter?,0,1
54494,1862,Who is John McCain?,9600,0
54494,1859,Who is Jimmy Carter,601,1
54554,1864,Who is Mother Theresa,2100,0
54554,1866,Who is Diana?,7200,1
54554,1865,Who is Hamilton,7501,0
54615,1868,Who is Nehru?,2000,1
54615,1867,Who was Mahatma Ghandi?,5001,0
54615,1859,Who is Barak,8201,0
54676,1868,What is In Cold Blood?,5900,1
54676,1869,"What is ""In Cold Blood""",2000,1
54676,1870,What is In Cold Blood,13101,1
54737,1866,Who was FDR?,5700,1
54737,1872,Who was FDR?,5501,1
54737,1871,Who is FDR?,6000,1
54797,1873,What Hamlet and King Lear,3000,0
54797,1874,What are Hamlet & Titus Andronicus,4400,0
54797,1,What are Hamlet and Richard III?,23600,1
54858,1877,Who is Cray?,3499,1
54858,1875,Who is [Wang? crossed out] Cray?,5000,1
54858,1876,Who is Cray,4500,1
54916,1879,What is Good Morning America?,1001,0
54916,1878,What is The Oprah Winfrey Show?,6800,1
54916,1871,What is Good Morning America?,6800,0
54977,1881,What is a sapphire?,5700,0
54977,1870,What is a diamond,10600,1
54977,1880,What is Taj Ma,6201,0
55036,1882,What is an Aleustian?,3300,0
55036,1878,What is the blerly?,5700,0
55036,1883,What is Kodiak Island?,2000,1
55097,1884,Who was Pearl S. Bu,0,0
55097,1885,Who was Pearl Buck?,0,1
55097,1883,Who is Pearl Buck?,4000,1
55152,1887,What is Frankenstein?,1200,1
55152,1886,What is Frankenstein,1300,1
55152,1883,What is Ulysses?,3201,0
55213,1889,What is magnesium,5000,0
55213,1888,What is graphite?,7700,1
55213,1870,What is limeston?,5599,0
55274,1891,What is Angels Stadiu,8400,0
55274,1890,What is the Space Needle,4401,1
55274,1892,What is the Space Needle?,15201,1
55332,1893,What are Easter Seals,2400,0
55332,1894,What is Toys For Tots?,1101,1
55332,1886,What are Easter Seals?,500,0
55393,1895,Who is John Huston,6400,1
55393,1896,Who is Francis Ford Coppola?,3000,0
55393,1870,Who is Peter Fonda?,9001,0
55454,1898,Who is J.K. Rowling?,4000,1
55454,1892,Who is Spears?,12999,0
55454,1897,Who is Speake?,5801,0
55512,1899,What is a chorus?,1501,0
55512,1894,What are melodramas?,5101,1
55512,1900,What are operas?,3000,0
55573,1895,What is ?,2500,0
55573,1902,What is the Holy Grail,7001,1
55573,1901,What is ?,5000,0
55634,1903,Who is Theodore Roosevelt?,6999,1
55634,1904,Who was [scribble] Tyler,5500,0
55634,1905,Who is Wilson?,800,0
55695,1906,Who is,699,0
55695,1907,Who is Branson,0,1
55695,1894,Who is Sam Walton?,3500,0
55755,1901,Who is Harriet Tubman?,10,0
55755,1908,Who was Sojourner Truth?,6900,1
55755,1909,Who is ?,1500,0
55808,1910,Who are Grant &,800,0
55808,1911,Who were Grant & H,500,0
55808,1894,Who were Garfield & Arthur?,199,0
55869,1912,What is Kenya?,0,0
55869,1908,What is Algeria?,2800,0
55869,1913,What is Algeria?,6001,0
55925,1918,What is an Erector Set?,2800,0
55925,1919,What is Slinky?,2700,1
55925,1894,What is an Erector Set?,301,0
55986,1915,What is titanium?,5600,1
55986,1916,What is plutonium?,10800,0
55986,1914,What is titanium?,7000,1
55986,1917,What is deuterium?,13300,0
56041,1920,What is Streetcar Named Desire?,1499,1
56041,1922,What is ?,601,0
56041,1921,What is Streetcar Name Di,2001,0
56099,1924,What is The Gap?,1500,1
56099,1923,What is The GAP?,2100,1
56099,1876,What is the Gap,4500,1
56160,1926,What is The one G,3000,0
56160,1925,What is ?,10000,0
56160,1913,What is The Story of Kelsey and A.J. ?,0,0
56221,1927,What is horde? please give blood & platelets,4200,1
56221,1913,What is Horde?,201,1
56221,1928,What is a Horde?,500,1
56280,1930,What is Chock Full O\' Nuts?,299,0
56280,1920,What is Noel?,2400,0
56280,1929,What is Taster\'s Choice?,1400,0
56341,1928,Who is ?,7599,0
56341,1932,Who is Eileen Smith?,7000,0
56341,1931,Who was Christa McAuliffe?,2000,0
56402,1929,What is It\'s A Wonderful Life?,700,1
56402,1933,What is It\'s A Wonderful Life?,8099,1
56402,1934,What is Miracle on 34th Street?,7801,0
56459,1935,What is Algeria?,10400,1
56459,1936,What is Algeria?,5000,1
56459,1937,What is Algeria?,7401,1
56520,1938,What is Out of Africa?,8800,1
56520,1931,What [a few scribbled lines],8000,0
56520,1939,What is Out of Africa?,3201,1
56581,1940,Who is Grant?,1200,1
56581,1939,Who is Ulysses S. Grant?,13400,1
56581,1941,Who is Grant?,11001,1
56640,1943,What was 11/29/99?,2201,0
56640,1905,What is 11-31-1999?,600,0
56640,1942,What is 9-9-99?,4500,0
56693,1933,What is a Brit?,1599,0
56693,1945,What is Brit??,1000,0
56751,1944,What is value of a pound £,1000,0
56751,1948,What is the price of gold?,3000,1
56751,1947,What is the price of gold?,2000,1
56812,1950,What Cobalt,4101,0
56812,1951,What is [Deuderium crossed out] Iron,3001,0
56812,1949,What is Nitrogen,6800,0
56873,1952,What is heart attack?,1001,0
56873,1947,What is heart disease?,2800,0
56873,1953,What is migraine?,2500,1
56934,1955,Who is Saint-Saens?,3199,1
56934,1954,Who were Saint-Saens + Rimsky-Korsakov?,3401,1
56934,1956,Who is Saint-Saens,2,1
56992,1957,What is ??,0,0
56992,1958,What is Xanadu?,6500,0
56992,1945,What is Shangri-la?,6200,1
57053,1961,Who Iago,399,1
57053,1960,Who is Othello?,2000,0
57053,1959,Who is Iago?,2801,1
57114,1962,Who is Potemkin,4000,1
57114,1964,Who was Boris Gudenov?,0,0
57114,1963,Who is Potemkin?,5001,1
57170,1966,What is Biography?,3280,1
57170,1965,What is Biography?,2500,1
57170,1967,What is,5000,0
57227,1968,Who was St. Francis of Assisi?,2800,1
57227,1969,Who is St. Francis of Assisi?,5295,1
57227,1945,Who was Saint Nicholas?,3700,0
57288,1972,What are Greenland + Baffin,4000,1
57288,1971,What are Greenland and Baffin Island?,3333,1
57349,1973,What is Liberia?,4000,1
57349,1905,What is Rhodesia?,600,0
57349,1974,What is Ethiopia?,9200,1
57408,1976,Who was Sam Rayburn?,399,1
57408,1969,Who was Long?,2000,0
57408,1975,Who Nick Kevin,3799,0
57469,1959,What is chimera?,9000,1
57469,1962,What is Scylla,8001,0
57469,1954,What is Medusa?,3001,0
57530,1963,"Who is Congrats, Bill Good luck in the final!",4600,0
57530,1956,Who is Oppenheimer,400,1
57530,1971,Who is Oppenheimer?,999,1
57584,1975,What is TVA,1600,0
57584,1978,What is the NRA,3700,1
57584,1977,What are N.R.A.,3600,1
57645,1960,Who is George I?,4000,0
57645,1949,Who was Victoria?,11000,1
57645,1964,Who was Victoria?,8201,1
57706,1971,What is insurrection?,5200,0
57706,1964,What is sedition?,2000,1
57706,1959,What is sedition,13400,1
57767,1980,Who was Alice?,0,0
57767,1977,Who is Madaline?,7800,1
57767,1979,Who is Madeline?,8399,1
57828,1959,What Pilgrim\'s Progress?,9200,0
57828,1971,What is Paradise Lost?,10001,0
57828,1964,What is the Divine Comedy?,8201,1
57889,1979,Who is Billy Carter,6099,0
57889,1981,Who is Hank Aaron?,7000,1
57889,1982,Who is Maddux,7001,0
57950,1983,What is a spice factory,6400,0
57950,1941,What is A mill?,6400,0
57950,1984,What is a restaurant?,900,0
58011,1974,Who are Bono & O\'Neill?,10500,1
58011,1986,Who are Paul O\'Neill and Bono,15000,1
58011,1985,Who John Paul II & Mandela,10600,0
58069,1988,What is The Indian Ocean,5000,1
58069,1987,What is the Indian Ocean?,7998,1
58069,1984,What is the Red Sea?,1201,0
58128,1989,Who is John Glenn,0,1
58128,1981,Who is John Glenn?,400,1
58128,1990,Who is John Glenn?,0,1
58184,1987,What is Riga?,4200,1
58184,1991,What is Odessa?,2500,0
58184,1992,What is Kiev?,9615,0
58243,1993,What,3900,0
58243,1994,What is Preservation Hall,7100,1
58243,1990,What is Carnegie Hall?,7000,0
58304,1987,What is Guadalcanal?,6969,0
58304,1996,What is Iwo Jima?,10000,1
58304,1995,What is the Tet Offensive?,7000,0
58365,1996,Who is Harper Lee?,7000,1
58365,1998,Who is Harper Lee,5000,1
58365,1997,Who is Margaret Mitchell?,5401,0
58426,2000,Who is Balanchine?,6299,0
58426,1999,Who is Joffre?,1200,0
58426,1994,Who is Robbins,6501,1
58487,1994,What are Beanie Babies,2000,1
58487,2002,What are Beanie Babies?,8198,1
58487,2001,What are Beanie Babies?,7000,1
58548,2004,Who is [M-something crossed out] Glenn,7800,1
58548,1998,Who is Edward Kennedy,5000,0
58548,2003,Who is John Glenn,4201,1
58609,2006,What is Portugal,8000,1
58609,2005,What is Mexico?,7600,0
58609,2003,What is Portugal?,6801,1
58670,2007,"What is ""The West Wing"" ?",2000,1
58670,2008,What is The West Wing?,399,1
58670,433,What is The West Wing?,11500,1
58731,2003,What is Liberia?,5798,1
58731,2009,What is Liberia?,1401,1
58731,2010,What is South Africa,13001,0
58792,2011,Who is Ziggy?,3700,0
58792,433,Who is Breslin?,5100,0
58852,2014,Who is Dulles,4100,0
58852,904,Who is McNamara?,5000,0
58852,2013,Who is Fidel Castro?,2500,1
58913,2015,Who is Lance Armstrong?,6000,1
58913,2013,Who is Lance Armstrong?,3500,1
58913,2016,Who is Lance Armstrong?,4500,1
58970,2016,What are the Goodyear Blimps?,199,1
58970,2017,What ?,99,0
58970,2018,What are Space Shuttles,2500,0
59029,2020,Who is BIRD?,2900,0
59029,2019,Who is John Glenn?,99,1
59029,2018,Who is John Glenn?,0,1
59087,2022,Who was Katherine Graham?,2299,1
59087,2018,Who is Mead?,100,0
59145,2024,Who was Johnson?,2999,0
59145,2009,Who was Troy Maxson?,1001,0
59145,2023,Who is August Wilson?,8401,1
59205,2025,Who was Kennedy?,1700,1
59205,2026,Who was John F. Kennedy?,199,1
59205,433,Who was JFK?,5000,1
59266,2023,What is ?,3001,0
59266,2027,What is Faust?,201,1
59266,2028,What is Faust?,2600,1
59327,2029,Who was Nicholas II?,3000,1
59327,2030,Who is Nicolas II?,3700,1
59327,2018,Who is Nicholas II?,100,1
59385,2032,Who is Margaret Mitchell?,3500,1
59385,2031,Who is Margaret Mitchell?,3000,1
59385,2018,Who is Agatha Christie?,1700,0
59443,2034,Who is?,2000,0
59443,2033,Who is Benedictine?,5800,0
59443,2032,Who is Benedict?,501,0
59501,2032,What is The Citadel?,2500,1
59501,2036,What is the Citadel?,5799,1
59501,2035,What is the Citadel?,5201,1
59559,2037,What is the Castrati? LT (heart) JALOHO,99,1
59559,2035,What is alto tenor?,300,0
59559,2038,What is a baritone?,2200,0
59613,2038,What,800,0
59613,2040,What is a solar eclipse?,399,0
59674,2040,What is Alcatraz,600,1
59674,2041,What is Alcatraz?,4000,1
59674,2042,What is Yosemite Falls,1000,0
59735,2043,What  Hi Tricia!,3500,0
59735,2041,What is The Commitments?,4000,0
59735,2044,What is Dirty Dancing?,1801,0
59796,2046,What is the Daughters of the American Revolution,3800,1
59796,2045,What is the DAR?,8000,1
59796,2044,What is DAR?,9600,1
59854,2047,What are the Pittsburg Pirates  Hi Kate!,1600,1
59854,2044,What is Red Sox?,2500,0
59854,2048,What is the Dodgers?,7000,0
59915,2049,What is Hobart?,1500,0
59915,2050,What is Johannesburg?,4700,0
59915,433,What is Wellington?,3500,1
59976,2051,What is Iran?,5700,1
59976,659,What is Sweden?,2001,0
59976,663,What IRAN,1500,1
60037,2053,What are IBM & Microsoft?,4000,0
60037,2052,What are Microsoft & Apple?,301,0
60037,662,What are IBM & Microsoft?,5000,0
60097,2056,What is men\'s pro basketball?,2400,0
60097,2054,What is Hockey?,1000,0
60097,2055,What is hockey?,6201,0
60158,2058,What is Saving Private Ryan?,1200,1
60158,2057,What is Backdraft?,4700,0
60158,660,What is ?,2300,0
60218,2060,What is Ringo Starr?,4001,0
60218,2059,What is Moe?,8400,1
60218,2061,What is Ringo???,500,0
60275,2061,What is Ball Four?,895,1
60275,2062,What is Meech?,1000,0
60275,2063,What is Ball Four?,800,1
60336,2064,What [are crossed out] is lobbyist[s crossed out]?,3200,1
60336,2065,What is lobbyist?,11599,1
60336,2028,What is a lobbyist?,9801,1
60397,2067,Who is Tim Burton?,3999,0
60397,2066,Who is Ron Howar,6009,0
60397,2028,Who is Woody Allen?,7001,1
60458,2070,What Ball Point Pen,1500,1
60458,435,What is the jet engine,4000,0
60458,2071,What is a popsicle?,10300,0
60519,2069,What is Serbia?,4299,0
60519,2068,What is Serbia?,100,0
60519,2063,What is Slovenia?,100,1
60580,2028,What is Ontario?,8599,1
60580,2073,What is Ontario?,6500,1
60580,2072,What is Alberta?,7801,0
60641,1854,What is Missouri?,2800,1
60641,2074,What is Texas?,8300,0
60641,435,What is Missouri?,8300,1
60702,2075,What is Alaska,8590,0
60702,2076,What is Alaska?,5801,0
60702,2073,What is New Jersey?,11401,1
60763,2054,What is Tur Key?,4501,0
60763,2051,What is Panama?,10200,1
60763,660,What is Panama?,10200,1
60824,2052,What are CDs?  Heyall!,2087,0
60824,2058,What are baseballs?  (I lost but I\'m looking good!),3540,1
60824,659,What are baseballs?,0,1
60885,1937,Who is [Ed Norton John T. crossed out] Tyler?,16900,0
60885,2078,Who was Truman?,5601,1
60946,2080,Who is Charles [II scribbled out] I?,3100,1
60946,2073,Who is Charles I of England?,3101,1
60946,2079,Who is Charles I?,800,1
61007,2082,What is the New Yorker?,1000,0
61007,2079,What is the Hartford Courant?,1401,1
61007,2081,What is the Boston Globe?,12201,0
61068,2083,Who is Richard Wagner?,4400,1
61068,2084,Who was Wagner?,5800,1
61068,2063,Who is Wagner?,5300,1
61129,2086,What is Thailand?,3300,1
61129,2044,What is I wish I knew?,300,0
61129,2085,What is Thailand?,6901,1
61188,2087,Who Gulliver,1500,1
61188,2088,Who is William Tell?,1600,0
61188,2085,Who is Robin Hood?,2800,0
61249,2091,Who is the pied piper?,1795,1
61249,2089,Who is Peter Pan,2001,0
61249,2090,Who is the Pied Piper of Hamlin?,2600,1
61310,2094,What is the Moon,2500,1
61310,2093,What is the moon?,500,1
61310,2092,What is the moon?,450,1
61371,2095,"What is Jackson, Mississippi?",400,1
61371,2096,What is Jac Aus Jackson-ville,3700,0
61371,2097,What is I dont k,2500,0
61432,2098,Who are the Wright Bros ??,3793,1
