category_id,category
44011,GOVERNMENT OFFICIALS
44012,HE WAS PRESIDENT WHEN...
44015,"CAPITAL ""K""s"
44042,MEDICAL PIONEERS
44043,"RIGHT ON ""Q"""
44044,A LITTLE DICKENS
44046,CHAIN STORE
44047,MASSACRE
44072,GEM LORE
44073,THE EUROPEAN PAST
44074,MOTHER GOOSE
44075,AIRLINES CODES
44076,MEDIUMS AT LARGE
44077,GENERAL KNOWLEDGE
44078,"THE OLD COLLEGE ""TRI"""
44103,ROME
44104,THE SOPRANOS
44105,"6 FEET, UNDER"
44106,DEADWOOD
44107,DEAF POETRY
44108,IT'S NOT T.V.
44134,THE AMERICAN FLAG
44136,TURKEY
44139,"""TRANS"" SCIENCE"
44164,EARLY ART
44169,PHYSICIANS IN HISTORY
44195,GOING NUCULAR
44196,BEATLES BEFORE & AFTER
44197,BOROUGH BABIES
44199,BOOZE
44200,"""FOO"" FINDERS"
44225,THE BRITISH ISLES
44226,GET YOUR FACTS STRAIGHT
44227,THE REAL ADAMS FAMILY
44229,HITTING A HOMER
44230,WE'RE TALKING BASEBALL
44256,1999
44258,MUSICAL DUOS
44260,JURY DUTY
44261,TEA POTPOURRI
44287,MOVIE ACTORS & ACTRESSES
44290,LETTERS & NUMBERS
44315,19th CENTURY POLITICS
44318,THE BIG APPLE
44320,WHERE'S THE FIRE?
44321,"""BIO""LOGY"
44347,TV COMPOSERS
44378,"""SONG""S"
44379,I NEED A VACATION
44380,BREAKFAST CEREALS
44408,THEIR FINAL FILM ROLE
44409,THE U.S. AIR FORCE
44410,GRADUATE SCHOOL
44411,"A PENGUIN, A YAK & A KANGAROO"
44412,"WALK INTO A ""BAR"""
44436,CIVIL RIGHTS
44444,LATE-NIGHT TV
44468,COMPANY HISTORIES
44473,SONGS
44495,THE SWEET 16th CENTURY
44496,NIKE
44497,"PAST, PRESENT OR FUTURE"
44500,2-LETTER CROSSWORD HELPER
44526,SONG ADJECTIVES
44529,PUT ON YOUR HELMUT
44530,"YOU'RE GOING ""IN"""
44556,THE PERSIAN GULF WAR
44559,NEW YORK
44591,"COUNTRIES ON THE ""M""AP"
44616,SOUTHERN CITIES
44622,"""EX"" WORDS"
44678,FORESTS
44679,EDDIE MURPHY MOVIES
44682,PRONOUNCIATION
44683,WHEN YOU WERE A KID
44708,THE INDUSTRIAL REVOLUTION
44709,WHAT'S COOKIN'?
44739,SURRENDER!
44740,CELEBRITY HIGH SCHOOL YEARBOOK
44742,STATE BIRDS
44743,McDONALD'S SLOGANS
44744,"""PH"" DELIGHTS"
44769,AUSSIE CAPITALS
44770,G_S_N
44771,WORDS ABOUT WRITING
44772,WHERE THE PRESIDENT PASSED
44774,"PRECIOUS ""M""s"
44799,WORLD MONEY 2005
44800,SHAKESPEARE IN LOVE
44801,AMERICAN BEAUTY
44802,THE ENGLISH PATENT
44803,BRAVE HEART
44804,UNFORGIVEN
44805,TEUTONIC
44831,I NEED AN M.D.!
44833,BEER-VERTISING
44834,WRITING A WRONG
44861,CELEBRITY BIRTHDAYS
44862,PORTRAITS ON SAVINGS BONDS
44863,LAS VEGAS
44864,BRAVE WORDS
44890,CANADIAN CAVALCADE
44894,SHAKESPEARE THE MAN
44922,PHILANTHROPY
44924,SMELLS
44951,RESTAURANT POTPOURRI
44980,HISTORIC U.S. SITES
44982,ON BROADWAY
44983,"""B"" IN FASHION"
44984,21st CENTURY POLITICAL QUOTES
45010,JAPANESE GEOGRAPHY
45011,EGYPTIAN CINEMA
45012,ANGOLAN HISTORY
45013,ITALIAN CUISINE
45014,FRENCH WHINES
45030,"GLOBAL ""VILLAGE"""
45036,WAR & PEACE
45038,NEW WAVE MUSIC
45039,CONTESTS
45041,AFRICAN COOKING
45042,THE LEAST MOVEMENT
45067,NORTH AMERICAN GEOGRAPHY
45069,LEGAL PEOPLE
45072,CIVIL WAR LIT
45100,THE NATIONAL RAILROAD MUSEUM
45102,I AM A CAMERA
45127,BRITISH POSSESSIONS
45128,2-SPORT TERMS
45129,NAPOLEONIC TIMES
45132,"""CK"", THE CATEGORY"
45153,CHARACTERS IN 18th CENTURY PLAYS
45154,1971
45159,"DUE ""SOUTH"""
45215,AMERICAN IMAGES
45216,NBA TEAMS IN OTHER WORDS
45217,EYES ON THE PRIZE
45218,"BIG ""ROCK"""
45219,CANDY
45220,MOUNTAIN
45245,ROYALTY & BALLET
45246,SPIELBERG MOVIES BY QUOTE
45247,WORLD AUTHORS
45248,WKC BEST IN SHOW
45249,EXPLORERS & EXPLORATION
45276,HISTORY OF THE SEAS
45277,THE FOOD BUSINESS
45278,20TH CENTURY ARCHITECTURE
45279,JULY 4
45281,CHARACTERS IN SITCOMS
45311,"STARTS & ENDS WITH ""O"""
45337,CHILDRENS LITERATURE
45339,MOVIE OBJECTS
45342,"THE ""RH"" FACTOR"
45372,GERMAN WORDS & PHRASES
45399,NUTS
45401,TREATIES
45433,MONEY MATTERS
45460,THE FBI
45462,BOSTON
45463,SHOPPING
45464,"""KING""s"
45490,FEATHERED FRIENDS
45493,ALUMINUM
45494,QUEENS
45523,EMOTICONS
45524,FLAG 'EM DOWN
45525,"""TEEN"" SCENE"
45550,NOT A CURRENT NATIONAL CAPITAL
45551,U.S. WINTER OLYMPIANS
45553,WORDS OF THE WRITER
45582,FAMILY TELEVISION
45583,COOKING EQUIPMENT
45586,FRENCH NAMES OF COUNTRIES
45612,COURT CASES
45615,OPERETTAS
45643,DINNER & A MOVIE
45644,FILL IN THE NOVEL TITLE
45647,"YOU'RE SUCH AN ""IMP"""
45673,PHYS ED
45674,SOCIAL STUDIES
45676,LANGUAGE ARTS
45677,"""BIO"""
45703,HISTORY BOOKS
45707,FOOD BUSINESS & INDUSTRY
45734,FOLKSY PHILOSOPHY
45736,WOMEN IN THE ARTS
45765,ALL IN THE CELEBRITY FAMILY
45767,STOCK SYMBOL PRIMER
45795,NEVER TOO OLD FOR CARTOONS
45796,THE SCHOOL PLAY: ROMEO AND JULIET
45797,GET INVOLVED
45798,COLLEGE OF LETTERS
45824,MILESTONES
45828,BIRTHPLACES
45855,"""S"" ON THE MAP"
45886,ELECTRICITY
45887,THE JACKSONS
45888,HOUSEPLANTS
45916,STATE SEALS
45920,1995 BESTSELLERS
45922,ANCIENT RELIGION
45947,TODAY'S HOROSCOPE
45948,JR.'s & SR.'s
45949,FRUITS & VEGGIES
45951,RHYMES WITH TEEN
45977,SINGLE WOMEN
45978,TAKING FLIGHT
45979,FAMOUS FACES
45980,ANIMAL ADVERSARIES SPEAK
45981,"""X"" BOXED"
46012,CURRENT EXPRESSIONS
46039,MOVIE CHARACTERS
46069,TV CASTS
46070,"RED, WHITE OR BLUE"
46072,AMERICAN PRODUCTS ABROAD
46073,"""YO"" !"
46098,A YOUNG PERSON'S GUIDE TO ART
46099,BOWLING FOR DOLLARS
46100,DID YOU READ YOUR BIBLE?
46102,GOLDEN RULER
46130,EYE
46131,CLAUDIAS
46133,ORES
46134,SALAD
46163,PULITZER PRIZE BIOGRAPHIES
46164,HOLLYWOOD HODGEPODGE
46190,CASANOVA
46192,SMALL BUSINESS
46219,PALEONTOLOGY
46223,"FILE UNDER ""D"""
46254,ON PINS & NEEDLES
46282,DINING OUT IN EUROPE
46284,"STARTS WITH ""HO"""
46310,TEACHER'S PET
46311,MUSIC VIDEOS
46313,"TELL 'EM WHAT THEY'VE WON, JOHNNY"
46314,PIZZA TOPPINGS
46315,ALLITERATION STATION
46340,WOMEN ON U.S. STAMPS
46342,NATIONAL INVENTORS HALL OF FAME
46343,JULIUS CAESAR
46344,LOVE POETRY
46345,WORDS IN (THE) ENCYCLOPEDIA
46372,CARTOON BEFORE & AFTER
46373,YOUR FRIENDLY MILITARY RECRUITER
46375,"KEANU, ASHTON OR EINSTEIN"
46376,"""OLD"" SCHOOL"
46402,UNUSUAL SPORTS
46403,THE MUSEUMS OF EUROPE
46404,O PIONEERS!
46406,WORDS BORROWED BY THE INTERNET
46431,NOTABLE AMERICAN WOMEN
46433,MUSICAL GROUPS
46434,FITNESS
46467,LITERARY DISGUISES
46494,BAKED GOODS
46495,SEE THE U.S.A.
46525,JOHN GREENLEAF WHITTIER
46528,RUMINANTS
46530,BUSINESS BENCHMARKS
46551,THE ANCIENT EGYPTIANS
46552,MARVELOUS MARVEL
46553,WE HELP WITH YOUR COLLEGE APPLICATION
46554,PS2
46555,2-WORD CAPITALS
46556,STATE QUARTERS
46581,I'M DOWN WITH HOMEWORK
46583,BALLET IS FOR THE BIRDS!
46584,THEIR TEEN YEARS
46586,ESTATE QUARTERS
46612,MIRACLE SITES
46613,TV SITCOMS
46616,OLD WEST DOGS
46642,LETTERS
46647,FAMOUS RUFFOS
46672,ANGELS
46673,GREAT LIT
46675,THE LARGEST U.S. STATE
46676,PLANT LIFE
46677,MOVIEMAKING
46678,"YOU GET A ""D"""
46703,GREAT BRIT
46704,SCI-FI/FANTASY HEROINES
46707,WHAT KIN ARE YOU TO ME?
46708,FILTHY 4-LETTER WORDS
46737,THE SUPER BOWL
46764,ANCIENT CIVILIZATIONS
46798,ROCK COLLECTING
46829,REGIONS OF THE WORLD
46830,BOOKS INTO MOVIES
46855,AMERICAN BALLET
46856,VERTEBRATES
46857,ADAM SANDLER FILMS
46858,TEEN POTPOURRI
46859,SMALLVILLE
46860,TURN ON YOUR COMPUTER
46886,FANTASY NOVELS
46888,OPERA--IT'S GOOD FOR YOU!
46890,LET'S LOOK TO THE STARS
46891,SEÑOR CLASS
46916,FORMER WORLD CAPITALS
46918,POP & ROCK MUSIC
46920,BILL CLINTON
46921,IN THE BEGINNING
46922,10-LETTER NAMES
46950,RHODES SCHOLARS
46951,ODE TO ENGLAND
46978,HISTORIC SHIPS
47008,19th CENTURY NOVELISTS
47010,OXYGEN
47011,BUSINESS PEOPLE
47013,MORE DYSFUNCTIONAL ROYAL FAMILIES
47040,MISNOMERS
47042,BABY TALK
47043,WHO'RE YOU LOOKIN' AT?
47044,MOVIE NOSTALGIA
47070,4 OF A KIND
47072,CNN
47074,"""C"" TO SHINING ""C"""
47099,STATUES
47100,THE FIGHT FOR CIVIL RIGHTS
47101,TOUR DE LANCE
47102,SEEING RED
47103,CELEBRITIES' FAVORITE BOOKS
47104,"COLLEGE ""N"" SHOTS"
47105,"LETTER, WE GET LETTER"
47131,"MUST ""T"" TV"
47132,LET'S PLAY JEOPARDY!
47133,TEENAGE
47134,COMMIES
47135,FROM OUTER SPACE
47161,AROUND THE MEDITERRANEAN
47162,MTV
47163,SHAKESPEARE PLAIN & SIMPLE
47164,"WELL, EXHUME ME!"
47165,IT'S MILLER TIME
47166,ANAGRAMMED U.S. CITIES
47191,SCIENTIFIC AMERICAN
47193,WHO'S THE ARTIST?
47194,BEFORE & AFTER MOVIE TITLES
47195,INTELLIGENCE
47196,"""FOOL""ISHNESS"
47221,LITERARY GREATS
47224,MYTHING PERSONS
47225,POPES & HORSERACING
47252,FUN WITH THE ANCIENT LYDIANS
47253,FEMALE COUNTRY
47254,NOTORIOUS NICKNAMES
47255,NATURAL WONDERS
47256,TALK LIKE A SAILOR
47257,WISE GUYS
47284,METROPOLITAN SOBRIQUETS
47285,P.T. BARNUM
47287,"LEADER OF THE ""PACK"""
47312,INTERNATIONAL THRILLER
47313,"""WALK"" INTO THE TOP 40"
47314,GOD SAVE THE QUEEN
47315,FRENCH SAUCES
47316,EARLY MAN
47342,ELVES
47343,OSCAR MOMENTS
47344,LIKE AN ANIMAL
47345,SPACY BOOKS
47367,ARCHITECT TALK
47368,SHOW ME THE MONET
47369,AUTHORS' RHYME TIME
47370,SPACEY MOVIES
47396,OUT WEST
47397,GET YOUR SITH TOGETHER
47398,WHERE THERE'S A WILLIAM
47399,A SIDE OF BACON
47400,NIXON'S THE ONE
47401,"I LIKE ""IKE"""
47429,GIVE US THE TIME OF DAY
47430,LITERARY SUBTITLES
47431,A LA FRANÇAISE
47458,HANDWEAR
47459,THE ARABIAN NIGHTS
47461,THE 50th ANNUAL EMMY AWARDS
47486,FIFTEENTH
47487,"""SEASON"""
47488,TOUGH U.S. CITIES
47489,BOOKS OF THE '60S
47515,"MY LIFE OF ""E""S"
47516,A PIECE OF CAKE
47517,A WALK IN THE PARK
47518,PUSHOVERS
47519,IT'S A BREEZE
47520,"""DUCK SOUP"""
47544,LITERARY SELF-PORTRAITS
47545,JASON
47547,PSYCHOLOGY JARGON
47571,1998 BUSINESS NEWS
47572,SHAKESPEARE TITLES IN OTHER WORDS
47574,WHAT'S ON YOUR HEAD?
47575,LESSER-KNOWN FOLKS
47577,"""TRANS"" MISSION"
47602,HISTORY'S MYSTERIES
47603,BASHIN' FASHION
47604,SEAS TEASE
47605,"FOOD, DUDE"
47606,COLLEGE KNOWLEDGE
47632,EUROPEAN FICTION
47634,ELIZABETH TAYLOR'S WEDDING
47635,PARROTS
47636,OSCAR WINNING SONGS
47637,COWBOYS
47663,HISTORIC AMERICA
47665,FAMOUS JAPANESE
47666,HILLS
47668,1991
47696,PET FOOD
47697,BIBLICAL TRANSPORTATION
47728,COLORFUL WORDS & PHRASES
47754,AMERICAN STORIES
47758,"""OLD"""
47759,WIVES
47760,TALES
47785,EMPERORS
47786,BUSINESS & FINANCE
47816,TEDDY ROOSEVELT
47817,IN THE CARDS
47818,NURSERY RHYME HEADLINES
47819,WACKY TV NEIGHBORS
47820,BUSINESS MEN
47821,"YES, ""N""DEEDY"
47846,CAN'T QUITE PLACE YOU
47848,THE THEATER
47849,DEEP THINKERS
47851,"WEBSTER'S THIRD, PAGE 1282"
47876,U.S. SENATORS
47877,THE 1800s
47878,RAY CHARLES & FRIENDS
47880,LITERARY PLACES
47881,"ATTENTION, SPACE CADETS"
47882,T3: RISE OF THE CONSONANTS
47907,THE FOUNTAINS OF EUROPE
47909,ALIAS SMITH & JONES
47910,BALLET ROLES
47911,"ALL YOU NEED IS ""LAV"""
47918,IMPORTED TELEVISION
47936,AUTOMOBILE LOGOS
47938,SNL ALUMNI
47939,ENVIRONMENTAL GROUPS
47940,MUSICALS IN OTHER WORDS
47966,DIRECTORS
47967,THE BOSTON TEA PARTY
47969,DEAD LINES
47970,"THE GREAT ""BEYOND"""
47993,THE OLD FARMER'S ALMANAC
47995,THE SMALL SCREEN
47997,IT'S ALL RELATIVE
47998,"CROSSWORD CLUES ""B"""
48023,OLD FARMERS
48025,VIDEO TOUR
48026,VAULT DISNEY
48027,ALL ABOUT OPERA
48054,"WHAT YEAR WAS THAT, GUV?"
48055,GETTIN' CATTY
48056,TV HAYSEEDS
48058,OBITS
48084,THE UNITED STATES OF MEXICO
48085,SHALL WE DANCE?
48086,"CATCHING SOME ""Z""'S"
48087,DR. BENJAMIN SPOCK
48088,LOGIC
48089,LEONARD NIMOY FILMS
48112,EARTH
48113,HEIR
48114,FIRE!
48115,WAITER!
48117,"""DEM""-ONS"
48142,LEWIS & CLARK
48143,THAT'S MY BUSINESS
48144,U.S. CABINET DEPARTMENTS IN OTHER WORDS
48146,"THE ""L"" WORLD"
48147,A VIOLENT CATEGORY
48174,YOU'RE THE MAYOR
48176,BIO HAZARD
48177,AFRICAN-AMERICAN ENTERTAINERS
48178,"""S""-ENTIAL KNOWLEDGE"
48204,COLORFUL FILM TITLES
48205,19th CENTURY EUROPE
48206,MAGAZINE HEADQUARTERS
48207,THINGS IN THE YALE LIBRARY
48208,"THINK ""TANK"""
48234,DO YOU HAVE ANY KINGS?
48235,"""GO"""
48260,"FAR""M""S"
48262,CONSTRUCTION
48263,HOUSE OF PI
48264,BRIAN DE PALMA FILMS
48265,TRIPLE A
48291,EIGHTH NOTES
48292,DOUBLE G WHIZ
48294,IT'S A MYSTERY!
48295,HUGH DONE IT
48320,THE KENNEDY YEARS
48321,SPORTS FRANCHISES ON FILM
48323,RUNNING IN CIRCLES
48353,"MORE THAN ""ONE"" MOVIE"
48354,SPORTING CLICHES
48355,PHONIES
48383,THE WOMAN AT THE MIKE
48384,PUT 'EM IN ORDER
48385,"""U"" GOT IT!"
48406,20th CENTURY WORDS
48408,TV DRAMA
48409,FASHION STATEMENTS
48410,U.S. CRIME STATISTICS
48411,"THE ""EL"" YOU SAY"
48412,HORNBLOWER
48438,BOOKS BY WOMEN
48439,WHAT'S THAT BIRD DOING?
48441,"THE ""UN"" CATEGORY"
48442,HORN BLOWERS
48465,THE U.S. MILITARY ACADEMY AT WEST POINT
48466,REMEMBERING RICKY NELSON
48467,A CAT-EGORY
48468,SCRAMBLED KEGS
48469,19th CENTURY HISTORY
48470,"""WA"" THIS WAY"
48498,BEYOND
48499,THE VALLEY
48500,OF THE DOLLS
48522,THE VICE PRESIDENCY
48523,IT USED TO BE ILLEGAL
48524,TO PROTECT
48525,AND
48526,TO SERVE
48527,COPS
48528,ROBERTS
48552,HUMORISTS
48553,ISOLATED ISLES
48554,COME FLY WITH ME
48579,ACTRESSES & STATESMEN
48581,SPORTING GOODS
48585,HAPPY ENDINGS
48608,HISTORIC DATES
48609,ZOOG DISNEY CHANNEL
48610,SOUTH OF THE U.S.
48612,THAT'S A LOAD OF GARBAGE
48613,"""P"" ENDINGS"
48639,STATE CAPITAL BIRTHPLACES
48640,CLASSIC SPORTS COMMERCIALS
48641,LIFE OF PIE
48642,THAT IS LIKE SO LAST CENTURY
48669,HISTORIC NEW HAMPSHIRE
48670,A MICHAEL DOUGLAS FILM FESTIVAL
48671,NATURAL BORN KILTERS
48672,RATING SCALES
48673,A LITTLE WINE
48674,"A NICE ""VIN""TAGE"
48700,1930S SCIENCE
48701,PINK MUSIC
48703,EMILY POST SAYS...
48704,BEER BASH!
48729,LATINAS
48730,HERE'S LOOKING AT ME
48731,SEOUL SEARCHING
48732,BETTE DAVIS FILMS
48752,PEOPLE IN POLITICS
48755,I'M SUPERSTITIOUS!
48756,AESOP A.S.A.P.
48758,"ARE ""WE"" THERE YET?"
48783,AROUND THE MALL
48784,OLD TESTAMENT NAMES
48786,FUN IN THE SNOW
48788,DOUBLE-LETTER WORDS
48813,NONFICTION BOOKS
48816,"""DOWN"" THE HATCH"
48818,HUNKS
48819,"WELL, DUH!"
48847,"PLAY ""BALL"""
48874,20th CENTURY ARTISTS
48875,THEIR COUNTRY'S LAST MONARCH
48876,DAYS OF BIRTH
48877,CBS TV AT 50
48878,AUTHORS' ODD JOBS
48879,THE EX FILES
48880,"THE ""LIGHTNING"" ROUND"
48904,BRUSHED WITH SUCCESS
48906,MIDWEST CITIES
48907,NAME THE MOVIE
48908,BEASTLY EXPRESSIONS
48932,ED ASNER
48936,LAST BUT NOT LEAST
48961,ANCIENT GREEK DRAMA
48962,SCREEN QUEENS
48963,small countries
48964,YOU SAID IT!
48965,"""EVO""LUTION"
48980,INTELLIGENT DESIGN
48989,1928
48990,UR IN URUGUAY
48992,SWEET AD LINES
48993,ROCK & ROLL JEOPARDY!
48994,GOING BANANAS
49019,CHILLING TALES
49020,PLAYING POLITICS
49021,BEWITCHING CINEMA
49022,"DON'T BE AN ""ASS"""
49032,OPERA & BALLET
49045,BANGLADESH SLOWLY
49046,EXPENSIVE HOLLYWOOD DIVORCES
49047,AIRPORT I.D. CODES
49050,"WHAT THE ""MEL"""
49074,CHIEF JUSTICES OF THE U.S.
49075,MONTY PYTHON'S FLYING CIRCUS
49077,"SCIENCE ""T""ALK"
49078,THEY DID GOOD
49079,-OON
49102,GEOGRAPHIC NICKNAMES
49104,SECOND PLACE
49106,AULD LANG SEINFELD
49107,DINOSAUR LORE
49108,"""HIT"" OR ""MISS"""
49132,BACK TO LITERARY BRITAIN
49133,AROUND THE EQUATOR
49135,JULY
49136,DAVID LYNCH FILMS
49137,"""U"" BETCHA!"
49159,STEPHEN KING
49160,FIRESTARTER
49161,THE STAND
49162,"THE ""DEAD"" ZONE"
49163,NEEDFUL THINGS
49164,CHILDREN OF THE CORN
49189,BIBLICAL BOTANY
49190,"COLLEGES, HITHER & YON"
49191,INAUGURAL ADDRESSES
49192,YOUNGER MEN
49193,SHAKESPEAREAN ANAGRAMS
49216,SPORTS AUTHORS
49217,GOING DOWN TO LOUISVILLE
49218,NFL HALL OF FAMERS BY NUMBER
49219,2005 IG NOBEL PRIZES
49220,WORD PUZZLES
49222,A SYMPHONY OF NINTHS
49248,"""MOON"" ME AT THE MOVIES"
49249,COUNTRY NAMES IN THEIR NATIVE TONGUE
49250,SOUNDS LIKE SPORTS EQUIPMENT
49279,CORPORATE HISTORY
49280,ST. PETER
49281,WHAT FOODS THESE MORSELS BE
49282,EX-BUNNIES
49308,ODD NAMES IN SHAKESPEARE
49309,EVERYDAY SYMBOLS
49310,BIG RIVERS
49312,MOVIE PEOPLE
49313,"TAKE ""TEN"""
49338,STATE SONGS
49339,ETHNIC GROUPS
49340,GAME SHOW CATCHPHRASES
49341,TEDDY ROOSEVELT SPEAKS
49342,ANOTHER WORD IN THESAURUS
49343,GET YOUR KICKS
49344,ON ROUTE 66
49371,HEMINGWAY WORKS IN OTHER WORDS
49372,"HEY, MUSCLES!"
49373,"IT'S ON ""R"" MAPS"
49374,LET'S SPEAK RUSSIAN
49400,BOND....JAMES BOND
49401,FOR YOUR EYES ONLY
49402,YOU ONLY LIVE TWICE?
49403,DIAMONDS ARE FOREVER
49404,FROM PRUSSIA WITH LOVE
49405,DR. NO...GUCHI
49431,WRITERS' PRIVATE LIVES
49432,ENTERTAINERS
49434,GORDON THE WINE SNOB
49460,AMERICAN SYMBOLS
49461,FAR OUT
49462,SUPER COOL
49464,GROOVY
49466,LET'S SPLIT!
49493,-ISMS
49495,SOUTH CAROLINA
49520,GO PLAY OUTSIDE
49522,NAME THAT ARTHROPOD
49524,HEY HEY WE'RE THE MANCHUS
49550,GO SEE A PLAY OUTSIDE
49553,THEY USED TO BE SOAP STARS
49554,BRITISH WHODUNITS
49581,17th CENTURY AMERICA
49582,TOYS IN THE GARAGE
49584,BARRY MANILOW
49585,LOW SELF-ESTEEM
49586,MORE CELEBRITY RHYME TIME
49614,THE FANNIE FARMER COOKBOOK
49642,STANDARD
49643,"""OIL"""
49644,SHELL
49645,'76
49646,GULF
49647,THE GETTY
49672,FOR COLUMBUS
49675,TOUGH HODGEPODGE
49699,MUSIC & LITERATURE
49700,WACKY PRODUCTS
49703,WHO WAS THAT MASKED MAN?
49704,I DUNNO
49730,1890s TECHNOLOGY
49731,PEOPLE WITH MUPPET NAMES
49732,GUEST EDITORS
49734,"MYTHOLOGICAL CROSSWORD CLUES ""M"""
49759,SATURDAY NIGHT LIVE
49760,"EVERY TIM, DIRK OR GARY"
49761,OPERA QUEENS
49762,CELL-PHONING IT IN
49788,"THE ""NEW"" WORLD"
49789,MUNICH
49790,THE CONSTANT GARDENER
49791,CRASH
49792,WALK THE LINE
49793,RECENT MOVIES
49819,AROUND FORT BRAGG
49820,COLLEGE SPORTS RIVALRIES
49822,FUN WITH DICK & JANE
49823,POPE-EYE
49824,"SWEET ""P"""
49850,MOVIES OF THE MONTH
49852,LET'S GET ECONOMICAL
49853,EUROPEAN COMPOSERS
49880,SUITE TALK
49881,COLORS IN NATURE
49882,REALLY OLD HISTORY
49883,CLASSIC CARTOON CHARACTERS
49884,GUYS NAMED GARY
49885,BIRD WORDS & PHRASES
49911,FISH FRY!
49913,CAPT. COOK
49914,"""DAY""S OF WRATH"
49939,ROCK & ROLL HISTORY
49940,TROPICAL FOREST CREATURES
49941,A HAIRY CATEGORY
49942,TV DEMISES
49943,MIDDLE-EARTH
49944,HUNGARY?
49945,WHAT'S FOR DINNER?
49970,JENNIFER & DAVID
49972,ROCK GOES POSTAL
49973,"MARTIN SCORSESE, ACTOR"
49974,"""ERE""Y WORDS"
50000,BUDDHISM'S EIGHTFOLD PATH
50001,ASSUME THE POSITION
50002,HONEST AL TREBEK'S USED CARS
50003,FAMILIAR SONGS
50004,"FOR THE ""MAIN"" COURSE"
50005,I'LL HAVE THE BEEF
50030,JAPANESE HISTORY
50031,MR. MOVIEFONE
50032,THE INDY 5
50033,"CITIES BY THE ""TON"""
50034,MEDICINE IN LAYMAN'S TERMS
50035,BLENDED WORDS
50062,NAME THAT COUNTRY
50063,GAMBLING
50064,RUSSIAN WORDS & PHRASES
50065,PARTS OF THE WHOLE
50066,HORRORS!
50092,WATERWORKERS
50093,SWEET GOSPEL MUSIC
50094,YOU HAVE A PET WHAT?
50095,BARTLETT'S FAMILIAR QUOTATIONS
50098,WOMEN WHO STRAYED
50124,KING KRAZY
50125,"""QUEEN"" FOR A DAY"
50153,TV NICKNAMES
50154,PLACIDO DOMINGO
50155,"""QUE"" TIPS"
50180,HISTORIC LEADERS
50182,COMEDY OF ERRORS
50183,TWELFTH NIGHT
50184,KING JOHN
50185,MEASURE FOR MEASURE
50186,"AS YOU LIKE ""IT"""
50212,1960s ROCK LYRICS
50213,DON QUIZ-OTE
50214,AIRLINE AD SLOGANS
50215,SURVIVOR GEOGRAPHY
50216,"SILENT ""G"""
50241,FOOD LORE
50243,SI's SIGNS OF THE APOCALYPSE
50244,LITERARY GENRES
50245,RECORD LOSSES IN 2005
50246,"SO ""LONG"""
50247,& THANKS FOR ALL THE FISH
50272,CANALS
50273,NYPD TV
50275,INDEPENDENCE DAYS
50276,BACK IN 1906
50304,TARGET SPORTS
50305,THE 19-AUGHTs
50307,STATE DEPT. TRAVEL WARNINGS
50308,"""OO""PS"
50333,HISTORIC FACES
50334,GEOGRAPHICAL EXTREMES
50335,"""ROCK""IN' & A-""ROLL""IN'"
50336,WHO WON THE OSCAR?
50359,WORDS FROM PHYSICS
50362,ROCK SINGERS
50363,"""MAN"" TO ""MAN"""
50364,TAKE IT OFF!  TAKE IT OFF!
50365,PUT IT ON!  PUT IT ON!
50392,IN THE YEARBOOK
50393,"WATER, WATER EVERYWHERE"
50394,"ON BROADWAY, 1956"
50395,"THE GIFT OF ""GAB"""
50421,"""PO"" FOLKS"
50422,MOVIE MANIA
50423,WHERE THEY'RE FROM
50425,PAST TENSE
50452,TIME TO RETIRE
50453,FILL IN THE BLANK-ISTAN
50454,"TEAM PLAYERS, HALL OF FAME EDITION"
50455,NEGATIVE SCIENCE
50482,HOLLYWOOD
50483,WE'RE TALKIN' BASEBALL
50484,SUBWAY STOPS
50485,"STARTS WITH ""M"""
50486,THE SWINGIN' '60s
50510,WORLD OF POETRY
50511,"""E""OGRAPHY"
50513,JOHN DENVER LYRICS
50514,I REFUSE
50515,IF THEY MARRIED....
50537,HOT TRAVEL SPOTS
50538,SNOW BUSINESS LIKE SHOW BUSINESS
50539,FROZEN FOOD
50540,HAIL OF BULLETS
50541,"PARTLY CLOUDY, CHANCE OF RAIN"
50542,"HERE COMES THE ""SUN"""
50568,WOMEN ATHLETES
50570,CITIES WITH HOSPITAL-ITY
50571,CLOSING THE BOOK
50572,"""PP""-POURRI"
50597,THE TECHNOLOGY SECTOR
50598,WAR TRIGGERS
50600,NORTH AMERICAN EXPLORERS
50602,IT'S MY PARTY
50603,I'LL CRY IF I WANT TO
50629,AFRICAN AMERICANS
50630,HISTORY ON THE SCREEN
50631,KILLER MUSICALS
50632,"GEOGRAPHIC CROSSWORD CLUES ""B"""
50636,"MINES, ALL MINES"
50655,THE SPACE RACE
50659,WORLD WAR II: THE HOME FRONT
50660,I THINK I LOVE YOU
50661,"IT'S ALL ""OVER"", BABY"
50686,BEFORE HE WAS PRESIDENT
50687,"MOVIE ""&"" TV"
50688,"OLD YORK, OLD YORK"
50689,BARTENDING
50691,REALLY LONG WORDS
50714,GREEN
50715,EGGS & HAM
50716,SAM-I-AM
50718,"ONE FISH, TWO FISH"
50719,"OH, THE PLACES YOU'LL GO!"
50775,THE EXODUS FILES
50776,"""F""OOD STUFF"
50778,"THE MEDAL OF FREEDOM, CLASS OF '05"
50779,ARE YOU BEING SERBED?
50780,BORN TO RUN
50805,THE FOREST
50806,LADY LOOKS LIKE A DUDE
